Performer,url,WeekID,Week Position,Song,gender,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,month,day,year,artist,years_on_charts
The Rolling Stones,http://www.billboard.com/charts/hot-100/1966-02-12,2/12/66,26,As Tears Go By,male group,As Tears Go ByThe Rolling Stones,1,12.0,6,8,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",1LD75COdR1n8jTIjommyS2,,December’s Children (And Everybody’s),0.0,165213.0,54.0,0.331,0.27699999999999997,7.0,-11.035,1.0,0.0295,0.723,0.00263,0.18100000000000002,0.366,112.78,4.0,2,12,1966,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1964-08-22,8/22/64,27,Tell Me (You're Coming Back),male group,Tell Me (You're Coming Back)The Rolling Stones,1,24.0,24,8,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",5n4jYHakT92Ia0005tNYPn,https://p.scdn.co/mp3-preview/b911449ead24170742b1204491fdc3f57d17fdce?cid=b8d3901151d34489a160e3cf0ab1fa94,Drew's Famous #1 Karaoke Hits: Sing like The Rolling Stones: The Ultimate Collection,0.0,236756.0,0.0,0.6729999999999999,0.78,11.0,-4.702,1.0,0.0363,0.00588,0.42,0.153,0.32299999999999995,122.04,4.0,8,22,1964,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1974-12-28,12/28/74,31,Ain't Too Proud To Beg,male group,Ain't Too Proud To BegThe Rolling Stones,1,17.0,17,8,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",657o30OsXhfnfi3IoWHprm,,It's Only Rock 'N' Roll (2009 Re-Mastered),0.0,210560.0,38.0,0.59,0.893,4.0,-4.578,1.0,0.0519,0.6679999999999999,0.0392,0.44,0.909,128.667,4.0,12,28,1974,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1979-02-03,2/3/79,31,Shattered,male group,ShatteredThe Rolling Stones,1,32.0,31,8,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",0FfZBWDv7p63yj6oh2I2PS,,Some Girls,0.0,226800.0,53.0,0.7340000000000001,0.9520000000000001,4.0,-2.58,1.0,0.127,0.45399999999999996,5.479999999999999e-05,0.11900000000000001,0.74,140.368,4.0,2,3,1979,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1986-07-05,7/5/86,33,One Hit (To The Body),male group,One Hit (To The Body)The Rolling Stones,1,28.0,28,8,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",32wMZselVhTIaaE3F9txyJ,,Dirty Work (Remastered 2009),0.0,283893.0,41.0,0.5870000000000001,0.9620000000000001,11.0,-3.734,0.0,0.102,0.14300000000000002,4.9e-05,0.644,0.636,138.375,4.0,7,5,1986,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1981-08-22,8/22/81,61,Start Me Up,male group,Start Me UpThe Rolling Stones,1,,61,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",7HKez549fwJQDzx3zLjHKC,,Tattoo You (2009 Re-Mastered),0.0,213066.0,77.0,0.638,0.9279999999999999,5.0,-4.078,1.0,0.0388,0.0531,0.11,0.0875,0.966,122.428,4.0,8,22,1981,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1965-06-12,6/12/65,67,(I Can't Get No) Satisfaction,male group,(I Can't Get No) SatisfactionThe Rolling Stones,1,,67,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",2PzU4IB8Dr6mxV3lHuaG34,,Out Of Our Heads,0.0,222813.0,78.0,0.725,0.853,2.0,-7.8420000000000005,1.0,0.0353,0.0348,0.127,0.196,0.904,136.282,4.0,6,12,1965,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1994-12-24,12/24/94,77,Out Of Tears,male group,Out Of TearsThe Rolling Stones,1,77.0,60,11,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",3mP4j0qZkutkxDN4zgbtnA,,Voodoo Lounge (Remastered 2009),0.0,327600.0,41.0,0.38299999999999995,0.47600000000000003,2.0,-7.007999999999999,1.0,0.0302,0.39899999999999997,0.00139,0.131,0.15,142.60299999999998,4.0,12,24,1994,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1980-07-05,7/5/80,33,Emotional Rescue,male group,Emotional RescueThe Rolling Stones,1,,33,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",5IATbFZds3cbOx8YxuMuko,,Emotional Rescue (2009 Re-Mastered),0.0,339400.0,56.0,0.68,0.616,10.0,-5.515,1.0,0.0664,0.113,0.0853,0.0379,0.8,113.412,4.0,7,5,1980,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1966-10-08,10/8/66,40,"Have You Seen Your Mother, Baby, Standing In The Shadow?",male group,"Have You Seen Your Mother, Baby, Standing In The Shadow?The Rolling Stones",1,,40,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",31vgSRfK5YOGSCAfj6zPAS,,Flowers,0.0,154000.0,42.0,0.373,0.8340000000000001,7.0,-5.49,1.0,0.0366,0.28300000000000003,0.769,0.235,0.486,100.54,4.0,10,8,1966,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1986-03-15,3/15/86,47,Harlem Shuffle,male group,Harlem ShuffleThe Rolling Stones,1,,47,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",2StkuotzPgX5FpSjMpTvlw,,Dirty Work (Remastered 2009),0.0,204426.0,47.0,0.746,0.946,2.0,-3.389,1.0,0.0899,0.10099999999999999,0.0636,0.32,0.75,121.74,4.0,3,15,1986,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1989-09-02,9/2/89,47,Mixed Emotions,male group,Mixed EmotionsThe Rolling Stones,1,,47,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6fKQblT3h0U2ydiDbnsyfa,,Steel Wheels (Remastered 2009),0.0,278106.0,45.0,0.49700000000000005,0.9470000000000001,7.0,-4.16,1.0,0.0441,0.15,0.0006519999999999999,0.8240000000000001,0.8240000000000001,137.089,4.0,9,2,1989,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1968-06-08,6/8/68,62,Jumpin' Jack Flash,male group,Jumpin' Jack FlashThe Rolling Stones,1,,62,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",55LRDFmsuazr533WrtHHW9,,The Rolling Stones In Mono (Remastered 2016),0.0,219466.0,66.0,0.596,0.9009999999999999,3.0,-7.372999999999999,1.0,0.0482,0.0362,0.7490000000000001,0.0698,0.621,137.359,4.0,6,8,1968,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1967-10-28,10/28/67,39,Dandelion,male group,DandelionThe Rolling Stones,1,25.0,14,8,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",68vs9rfQBpkn1EDgC0nBTJ,,More Hot Rocks (Big Hits & Fazed Cookies),0.0,212293.0,23.0,0.467,0.768,5.0,-7.622999999999999,1.0,0.0334,0.19899999999999998,0.0,0.34600000000000003,0.66,115.398,4.0,10,28,1967,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1990-03-31,3/31/90,75,Almost Hear You Sigh,male group,Almost Hear You SighThe Rolling Stones,1,61.0,50,8,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",2r41JRUZ5Cjcx98ARVI0vo,,Steel Wheels (Remastered 2009),0.0,277466.0,44.0,0.667,0.795,1.0,-5.278,0.0,0.023,0.341,0.00042800000000000005,0.0944,0.79,102.335,4.0,3,31,1990,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1973-11-24,11/24/73,11,Angie,male group,AngieThe Rolling Stones,1,8.0,1,12,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",1GcVa4jFySlun4jLSuMhiq,,Goats Head Soup (Remastered 2009),0.0,272000.0,73.0,0.43799999999999994,0.541,9.0,-6.0120000000000005,0.0,0.0294,0.725,0.00019099999999999998,0.102,0.396,136.224,4.0,11,24,1973,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1967-12-30,12/30/67,77,She's A Rainbow,male group,She's A RainbowThe Rolling Stones,1,,77,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6gKAjxAV0LvphJD1F54L9w,,More Hot Rocks (Big Hits & Fazed Cookies),0.0,251760.0,56.0,0.46,0.78,10.0,-8.991,1.0,0.0409,0.456,0.00571,0.34299999999999997,0.5670000000000001,109.389,4.0,12,30,1967,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1967-01-21,1/21/67,78,Ruby Tuesday,male group,Ruby TuesdayThe Rolling Stones,1,,78,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",4hupcimlg3UBbW1kAQ6vrT,,Between The Buttons,0.0,196493.0,64.0,0.518,0.5429999999999999,0.0,-10.765999999999998,1.0,0.0297,0.8340000000000001,0.0,0.2,0.579,104.52799999999999,4.0,1,21,1967,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1984-02-04,2/4/84,83,She Was Hot,male group,She Was HotThe Rolling Stones,1,,83,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",7hUlZfirjFpQwzoE5GFwyL,,Undercover (2009 Re-Mastered),0.0,281173.0,33.0,0.48100000000000004,0.9690000000000001,7.0,-4.253,1.0,0.0643,0.0383,0.0653,0.106,0.6859999999999999,153.088,4.0,2,4,1984,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1968-09-07,9/7/68,84,Street Fighting Man,male group,Street Fighting ManThe Rolling Stones,1,,84,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",7EXgO1bRnEArE58rtrgMWB,,Beggars Banquet (50th Anniversary Edition),0.0,195146.0,59.0,0.583,0.855,0.0,-7.212999999999999,1.0,0.0333,0.1,0.0177,0.262,0.69,128.178,4.0,9,7,1968,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1976-04-24,4/24/76,63,Fool To Cry,male group,Fool To CryThe Rolling Stones,1,,63,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",3T8dfE0azJUmXJA3QlmiZ5,,Black And Blue (Remastered 2009),0.0,305400.0,55.0,0.41200000000000003,0.46299999999999997,5.0,-7.316,1.0,0.0523,0.898,0.11699999999999999,0.111,0.268,68.125,4.0,4,24,1976,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1976-06-26,6/26/76,63,Hot Stuff/fool To Cry,male group,Hot Stuff/fool To CryThe Rolling Stones,1,,63,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",,,,,,,,,,,,,,,,,,,6,26,1976,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1965-10-09,10/9/65,64,Get Off Of My Cloud,male group,Get Off Of My CloudThe Rolling Stones,1,,64,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",263Iuyk08ks1v6FIudUIGD,,December’s Children (And Everybody’s),0.0,175080.0,56.0,0.579,0.877,4.0,-8.83,1.0,0.0488,0.0289,0.5710000000000001,0.0656,0.9,126.336,4.0,10,9,1965,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1982-06-12,6/12/82,66,Going To A Go-Go,male group,Going To A Go-GoThe Rolling Stones,1,,66,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",,,,,,,,,,,,,,,,,,,6,12,1982,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1972-07-15,7/15/72,69,Happy,male group,HappyThe Rolling Stones,1,,69,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",5fXRPS1tp70DbqsBZVyG4e,,Exile On Main Street (Deluxe Version),0.0,184626.0,53.0,0.555,0.897,4.0,-3.469,1.0,0.0293,0.361,0.94,0.536,0.965,131.71200000000002,4.0,7,15,1972,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1966-07-09,7/9/66,70,Mothers Little Helper,male group,Mothers Little HelperThe Rolling Stones,1,,70,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",44xykY61s1aKsgf40A5cyI,,Aftermath (UK Version),0.0,164893.0,56.0,0.324,0.532,4.0,-11.547,0.0,0.0447,0.0157,7.67e-06,0.195,0.7020000000000001,203.53599999999997,4.0,7,9,1966,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1978-05-27,5/27/78,76,Miss You,male group,Miss YouThe Rolling Stones,1,,76,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",3hJLKtTpgct9Y9wKww0BiR,,Some Girls,0.0,288666.0,68.0,0.8029999999999999,0.725,9.0,-4.726,0.0,0.0432,0.462,0.0137,0.46,0.785,109.7,4.0,5,27,1978,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1965-01-09,1/9/65,77,Heart Of Stone,male group,Heart Of StoneThe Rolling Stones,1,,77,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6HDakUMdK2KcQZZ4TwyAbB,,Hot Rocks (1964-1971),0.0,169106.0,34.0,0.38299999999999995,0.584,0.0,-11.181,1.0,0.0367,0.198,0.0182,0.142,0.557,185.96099999999998,3.0,1,9,1965,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1982-03-20,3/20/82,78,Hang Fire,male group,Hang FireThe Rolling Stones,1,,78,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",5HcTLesmMaPr0CkwdbtK0o,,Tattoo You (2009 Re-Mastered),0.0,141093.0,44.0,0.514,0.912,9.0,-4.238,1.0,0.0371,0.0476,0.00139,0.31,0.948,76.153,4.0,3,20,1982,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1969-07-19,7/19/69,79,Honky Tonk Women,male group,Honky Tonk WomenThe Rolling Stones,1,,79,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",3RZMzCvYsmJ0u2ioKTOsmJ,,Hot Rocks (1964-1971),0.0,179386.0,68.0,0.562,0.768,7.0,-6.6129999999999995,1.0,0.0606,0.381,0.03,0.168,0.966,119.544,4.0,7,19,1969,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1966-07-23,7/23/66,83,Lady Jane,male group,Lady JaneThe Rolling Stones,1,,83,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",19kAUW6NMzgDHKT19s7782,,Aftermath,0.0,188080.0,47.0,0.602,0.303,7.0,-16.367,1.0,0.0321,0.479,4.16e-05,0.0837,0.28600000000000003,103.277,4.0,7,23,1966,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1974-01-12,1/12/74,83,Doo Doo Doo Doo Doo (heartbreaker),male group,Doo Doo Doo Doo Doo (heartbreaker)The Rolling Stones,1,,83,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",0f7VY69zhtS20Xm5PVYCm5,,Goats Head Soup (Remastered 2009),0.0,206466.0,54.0,0.445,0.821,0.0,-4.442,1.0,0.0331,0.0827,0.23800000000000002,0.0832,0.598,111.215,4.0,1,12,1974,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1975-06-14,6/14/75,84,I Don't Know Why,male group,I Don't Know WhyThe Rolling Stones,1,,84,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",4Fo647WpC9gj1BadFxCgKI,,Metamorphosis,0.0,180600.0,25.0,0.447,0.539,1.0,-9.94,1.0,0.0352,0.35700000000000004,0.000967,0.324,0.156,92.72,4.0,6,14,1975,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1967-01-21,1/21/67,85,Let's Spend The Night Together,male group,Let's Spend The Night TogetherThe Rolling Stones,1,,85,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",2FkBzncOXWo7pnN8oqm7Wx,,Flowers,0.0,215760.0,51.0,0.5660000000000001,0.795,7.0,-7.755,1.0,0.0498,0.6890000000000001,0.0,0.249,0.5720000000000001,140.859,4.0,1,21,1967,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1974-08-03,8/3/74,94,It's Only Rock 'N Roll (But I Like It),male group,It's Only Rock 'N Roll (But I Like It)The Rolling Stones,1,,94,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",668YgsnvdNBHfRscNIBS31,,It's Only Rock 'N' Roll (2009 Re-Mastered),0.0,307440.0,57.0,0.615,0.9540000000000001,9.0,-3.886,1.0,0.0476,0.499,0.00783,0.319,0.838,128.434,4.0,8,3,1974,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1991-03-09,3/9/91,94,Highwire,male group,HighwireThe Rolling Stones,1,,94,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",7tlbHVveasgXlT0HmHXm5Y,,Flashpoint,0.0,285573.0,30.0,0.446,0.941,7.0,-2.577,1.0,0.0455,0.025,0.000947,0.0552,0.8009999999999999,126.931,4.0,3,9,1991,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1994-08-13,8/13/94,95,Love Is Strong,male group,Love Is StrongThe Rolling Stones,1,,95,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",3Is1ugfPG3hdFWTq15nNBV,,Voodoo Lounge (Remastered 2009),0.0,228866.0,48.0,0.536,0.86,7.0,-5.024,1.0,0.0479,0.0199,0.16699999999999998,0.0619,0.532,110.162,4.0,8,13,1994,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1965-03-27,3/27/65,79,The Last Time,male group,The Last TimeThe Rolling Stones,1,,79,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",7foiOmd1Je7Z0D3TaZCDro,,Out Of Our Heads,0.0,221493.0,53.0,0.32899999999999996,0.9259999999999999,9.0,-5.146,1.0,0.0629,0.129,0.852,0.745,0.385,167.435,4.0,3,27,1965,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1975-08-23,8/23/75,90,Out Of Time,male group,Out Of TimeThe Rolling Stones,1,,90,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",5RFYhFsx88Ged9UNmv5ORj,,Aftermath (UK Version),0.0,336893.0,47.0,0.655,0.626,7.0,-10.755999999999998,1.0,0.0833,0.66,0.0,0.12300000000000001,0.76,126.65700000000001,4.0,8,23,1975,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1998-03-07,3/7/98,94,Saint Of Me,male group,Saint Of MeThe Rolling Stones,1,,94,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6OEpSYq8wdqnl01hsoQGQY,,Bridges To Babylon (Remastered),0.0,314626.0,45.0,0.68,0.912,10.0,-5.745,1.0,0.0529,0.00587,0.0944,0.0853,0.485,121.602,4.0,3,7,1998,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1965-05-22,5/22/65,96,Play With Fire,male group,Play With FireThe Rolling Stones,1,,96,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",30V02AmDYMRvrHE4L8cZAo,,Out Of Our Heads,0.0,133320.0,58.0,0.574,0.413,2.0,-9.548,1.0,0.0269,0.23800000000000002,0.000298,0.242,0.0876,108.719,4.0,5,22,1965,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/2003-10-04,10/4/03,97,Sympathy For The Devil (Remixes),male group,Sympathy For The Devil (Remixes)The Rolling Stones,1,,97,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",,,,,,,,,,,,,,,,,,,10,4,2003,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1964-05-02,5/2/64,98,Not Fade Away,male group,Not Fade AwayThe Rolling Stones,1,,98,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",0C7w4XnkIGu11MpNWbiTLB,,England’s Newest Hitmakers,0.0,107720.0,41.0,0.75,0.826,4.0,-9.992,0.0,0.0472,0.0066099999999999996,0.63,0.153,0.8959999999999999,113.294,4.0,5,2,1964,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1964-07-25,7/25/64,100,It's All Over Now,male group,It's All Over NowThe Rolling Stones,1,,100,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6fLTxkL2wgC40fBM6IIe7r,,12 X 5,0.0,206440.0,47.0,0.603,0.6890000000000001,0.0,-10.729000000000001,1.0,0.0304,0.0239,3.27e-06,0.33,0.7609999999999999,99.088,4.0,7,25,1964,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1973-04-28,4/28/73,74,You Can't Always Get What You Want,male group,You Can't Always Get What You WantThe Rolling Stones,1,,74,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6lFZbCc7pn6Lme1NP7qQqQ,,Let It Bleed,0.0,448720.0,67.0,0.32,0.62,0.0,-9.686,1.0,0.0594,0.64,6.36e-05,0.253,0.47200000000000003,86.32700000000001,4.0,4,28,1973,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1971-06-19,6/19/71,85,Wild Horses,male group,Wild HorsesThe Rolling Stones,1,,85,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",52dm9op3rbfAkc1LGXgipW,,Sticky Fingers (Remastered),0.0,341773.0,73.0,0.371,0.40399999999999997,7.0,-6.452000000000001,1.0,0.0255,0.669,0.004529999999999999,0.0805,0.153,74.38600000000001,4.0,6,19,1971,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1964-10-17,10/17/64,80,Time Is On My Side,male group,Time Is On My SideThe Rolling Stones,1,,80,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",2jaN6NgXflZTj2z9CWcqaP,,The Rolling Stones No. 2,0.0,179133.0,54.0,0.526,0.645,5.0,-9.012,1.0,0.0375,0.294,3.13e-06,0.107,0.41600000000000004,99.63600000000001,4.0,10,17,1964,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1972-04-29,4/29/72,50,Tumbling Dice,male group,Tumbling DiceThe Rolling Stones,1,,50,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",4hq0S6wznq7SHDyMOFXL9i,,Exile On Main Street (2010 Re-Mastered),0.0,226333.0,61.0,0.606,0.903,11.0,-4.113,1.0,0.032,0.493,0.58,0.431,0.818,110.91799999999999,4.0,4,29,1972,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1983-11-12,11/12/83,48,Undercover Of The Night,male group,Undercover Of The NightThe Rolling Stones,1,,48,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",4N8oxV3hvn8Efyo4yxp3LG,,Undercover (2009 Re-Mastered),0.0,273493.0,44.0,0.602,0.968,5.0,-4.398,0.0,0.175,0.0352,0.0162,0.47100000000000003,0.373,122.715,4.0,11,12,1983,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1981-12-05,12/5/81,70,Waiting On A Friend,male group,Waiting On A FriendThe Rolling Stones,1,,70,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",4Wd9pEtEnZNDjgiswGOpJb,,Tattoo You (2009 Re-Mastered),0.0,274226.0,58.0,0.61,0.7909999999999999,0.0,-5.982,1.0,0.0288,0.15,0.0288,0.43,0.9109999999999999,116.946,4.0,12,5,1981,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1967-09-16,9/16/67,86,We Love You,male group,We Love YouThe Rolling Stones,1,,86,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",5dDPFVD26G55XYYaKIexRS,,The Rolling Stones In Mono (Remastered 2016),0.0,276960.0,44.0,0.265,0.78,4.0,-6.959,1.0,0.0392,0.0025399999999999997,0.134,0.319,0.47700000000000004,112.48200000000001,4.0,9,16,1967,,26
Rod Stewart,http://www.billboard.com/charts/hot-100/1984-12-08,12/8/84,79,Some Guys Have All The Luck,male,Some Guys Have All The LuckRod Stewart,1,76.0,10,16,"['adult standards', 'mellow gold', 'soft rock']",53Eqyg5eFqyuUCaSwozq4f,https://p.scdn.co/mp3-preview/508bf1003a7cf5145082e440af9ae9ae5727190f?cid=b8d3901151d34489a160e3cf0ab1fa94,Camouflage (Expanded Edition),0.0,274306.0,46.0,0.7509999999999999,0.617,2.0,-15.103,1.0,0.039,0.136,2.2100000000000002e-05,0.0504,0.907,126.3,4.0,12,8,1984,Rod Stewart,25
Rod Stewart,http://www.billboard.com/charts/hot-100/1983-07-16,7/16/83,16,Baby Jane,male,Baby JaneRod Stewart,1,19.0,16,8,"['adult standards', 'mellow gold', 'soft rock']",1wrT33b6HuKlpk9ziscEUY,https://p.scdn.co/mp3-preview/879e8c3dc2abb0944436ee7ef8fda09456af6e16?cid=b8d3901151d34489a160e3cf0ab1fa94,Body Wishes,0.0,283493.0,60.0,0.6409999999999999,0.7959999999999999,2.0,-8.56,0.0,0.0407,0.0137,0.00011499999999999999,0.358,0.727,123.229,4.0,7,16,1983,Rod Stewart,25
